"TIME","METROREG","UNIT","Value","Flag and Footnotes"
"2003","Székesfehérvár","Million euro","2,975.44",""
"2004","Székesfehérvár","Million euro","3,444.54",""
"2005","Székesfehérvár","Million euro","3,644.03",""
"2006","Székesfehérvár","Million euro","3,773.64",""
"2007","Székesfehérvár","Million euro","4,131.52",""
"2008","Székesfehérvár","Million euro","4,377.83",""
"2009","Székesfehérvár","Million euro","3,434.95",""
"2010","Székesfehérvár","Million euro","3,704.9",""
"2011","Székesfehérvár","Million euro","4,059.76",""
"2012","Székesfehérvár","Million euro","3,980.37",""
"2013","Székesfehérvár","Million euro","4,204.48",""
"2014","Székesfehérvár","Million euro","4,445.42",""
"2015","Székesfehérvár","Million euro","4,945.71",""
"2016","Székesfehérvár","Million euro","5,161.46",""
"2017","Székesfehérvár","Million euro","5,601.46",""
"2018","Székesfehérvár","Million euro","5,814.35",""
"2000","Non-metropolitan regions in Hungary","Million euro","20,818",""
"2001","Non-metropolitan regions in Hungary","Million euro","24,328.87",""
"2002","Non-metropolitan regions in Hungary","Million euro","28,469.32",""
"2003","Non-metropolitan regions in Hungary","Million euro","30,269.83",""
"2004","Non-metropolitan regions in Hungary","Million euro","32,943.09",""
"2005","Non-metropolitan regions in Hungary","Million euro","34,836.79",""
"2006","Non-metropolitan regions in Hungary","Million euro","34,862.62",""
"2007","Non-metropolitan regions in Hungary","Million euro","38,218.75",""
"2008","Non-metropolitan regions in Hungary","Million euro","40,308.8",""
"2009","Non-metropolitan regions in Hungary","Million euro","34,299.18",""
"2010","Non-metropolitan regions in Hungary","Million euro","36,486.4",""
"2011","Non-metropolitan regions in Hungary","Million euro","37,595.92",""
"2012","Non-metropolitan regions in Hungary","Million euro","36,909.36",""
"2013","Non-metropolitan regions in Hungary","Million euro","38,419.96",""
"2014","Non-metropolitan regions in Hungary","Million euro","39,932.87",""
"2015","Non-metropolitan regions in Hungary","Million euro","43,039",""
"2016","Non-metropolitan regions in Hungary","Million euro","44,274.03",""
"2017","Non-metropolitan regions in Hungary","Million euro","47,448.11",""
"2018","Non-metropolitan regions in Hungary","Million euro","50,351.4",""
"2000","Malta","Million euro","4,394.88",""
"2001","Malta","Million euro","4,541.09",""
"2002","Malta","Million euro","4,737.21",""
"2003","Malta","Million euro","4,794.65",""
"2004","Malta","Million euro","4,867.17",""
"2005","Malta","Million euro","5,142.14",""
"2006","Malta","Million euro","5,386.14",""
"2007","Malta","Million euro","5,757.48",""
"2008","Malta","Million euro","6,128.68",""
"2009","Malta","Million euro","6,138.62",""
"2010","Malta","Million euro","6,599.51",""
"2011","Malta","Million euro","6,833.62",""
"2012","Malta","Million euro","7,167.55",""
"2013","Malta","Million euro","7,647.31",""
"2014","Malta","Million euro","8,510.44",""
"2015","Malta","Million euro","9,658.67",""
"2016","Malta","Million euro","10,365.64",""
"2017","Malta","Million euro","11,332.1",""
"2018","Malta","Million euro","12,378.79",""
"2000","Valletta","Million euro","4,145.49",""
"2001","Valletta","Million euro","4,279.95",""
"2002","Valletta","Million euro","4,467.44",""
"2003","Valletta","Million euro","4,541.42",""
"2004","Valletta","Million euro","4,612.06",""
"2005","Valletta","Million euro","4,876.37",""
"2006","Valletta","Million euro","5,111.19",""
"2007","Valletta","Million euro","5,472.12",""
"2008","Valletta","Million euro","5,832.27",""
"2009","Valletta","Million euro","5,833.73",""
"2010","Valletta","Million euro","6,283.73",""
"2011","Valletta","Million euro","6,506.1",""
"2012","Valletta","Million euro","6,836.43",""
"2013","Valletta","Million euro","7,297.81",""
"2014","Valletta","Million euro","8,133.34",""
"2015","Valletta","Million euro","9,241.38",""
"2016","Valletta","Million euro","9,921.75",""
"2017","Valletta","Million euro","10,840.84",""
"2018","Valletta","Million euro","11,825.64",""
"2000","Non-metropolitan regions in Malta","Million euro","242.43",""
"2001","Non-metropolitan regions in Malta","Million euro","252.99",""
"2002","Non-metropolitan regions in Malta","Million euro","261.54",""
"2003","Non-metropolitan regions in Malta","Million euro","245.41",""
"2004","Non-metropolitan regions in Malta","Million euro","244.9",""
"2005","Non-metropolitan regions in Malta","Million euro","254.5",""
"2006","Non-metropolitan regions in Malta","Million euro","263.91",""
"2007","Non-metropolitan regions in Malta","Million euro","272.77",""
"2008","Non-metropolitan regions in Malta","Million euro","283.68",""
"2009","Non-metropolitan regions in Malta","Million euro","291.99",""
"2010","Non-metropolitan regions in Malta","Million euro","302",""
"2011","Non-metropolitan regions in Malta","Million euro","313.51",""
"2012","Non-metropolitan regions in Malta","Million euro","316.75",""
"2013","Non-metropolitan regions in Malta","Million euro","334.53",""
"2014","Non-metropolitan regions in Malta","Million euro","361.69",""
"2015","Non-metropolitan regions in Malta","Million euro","401.73",""
"2016","Non-metropolitan regions in Malta","Million euro","427.72",""
"2017","Non-metropolitan regions in Malta","Million euro","473.9",""
"2018","Non-metropolitan regions in Malta","Million euro","534.01",""
"2000","Netherlands","Million euro","452,007",""
"2001","Netherlands","Million euro","481,881",""
"2002","Netherlands","Million euro","501,137",""
"2003","Netherlands","Million euro","512,810",""
"2004","Netherlands","Million euro","529,286",""
"2005","Netherlands","Million euro","550,883",""
"2006","Netherlands","Million euro","584,546",""
"2007","Netherlands","Million euro","619,170",""
"2008","Netherlands","Million euro","647,198",""
"2009","Netherlands","Million euro","624,842",""
"2010","Netherlands","Million euro","639,187",""
"2011","Netherlands","Million euro","650,359",""
"2012","Netherlands","Million euro","652,966",""
"2013","Netherlands","Million euro","660,463",""
"2014","Netherlands","Million euro","671,560",""
"2015","Netherlands","Million euro","690,008",""
"2016","Netherlands","Million euro","708,337",""
"2017","Netherlands","Million euro","738,146","p"
"2018","Netherlands","Million euro","774,039","p"
"2000","s' Gravenhage","Million euro","32,630.37",""
"2001","s' Gravenhage","Million euro","34,565.14",""
"2002","s' Gravenhage","Million euro","36,054.63",""
"2003","s' Gravenhage","Million euro","37,484.36",""
"2004","s' Gravenhage","Million euro","38,041.82",""
"2005","s' Gravenhage","Million euro","39,607.11",""
"2006","s' Gravenhage","Million euro","41,325.8",""
"2007","s' Gravenhage","Million euro","44,190.97",""
"2008","s' Gravenhage","Million euro","45,351.87",""
"2009","s' Gravenhage","Million euro","43,777.97",""
"2010","s' Gravenhage","Million euro","44,919.39",""
"2011","s' Gravenhage","Million euro","44,224.63",""
"2012","s' Gravenhage","Million euro","44,550.48",""
"2013","s' Gravenhage","Million euro","44,715.01",""
"2014","s' Gravenhage","Million euro","45,352.56",""
"2015","s' Gravenhage","Million euro","46,461.77",""
"2016","s' Gravenhage","Million euro","47,509.67",""
"2017","s' Gravenhage","Million euro","48,171","p"
"2018","s' Gravenhage","Million euro",":",""
"2000","Amsterdam","Million euro","97,577.03",""
"2001","Amsterdam","Million euro","102,400.04",""
"2002","Amsterdam","Million euro","110,105.2",""
"2003","Amsterdam","Million euro","112,464.28",""
"2004","Amsterdam","Million euro","117,035.22",""
"2005","Amsterdam","Million euro","121,211.44",""
"2006","Amsterdam","Million euro","128,047.78",""
"2007","Amsterdam","Million euro","135,125.76",""
"2008","Amsterdam","Million euro","139,889.22",""
"2009","Amsterdam","Million euro","135,635.1",""
"2010","Amsterdam","Million euro","140,713.96",""
"2011","Amsterdam","Million euro","142,537.73",""
"2012","Amsterdam","Million euro","143,118.78",""
"2013","Amsterdam","Million euro","146,563.58",""
"2014","Amsterdam","Million euro","152,562.06",""
"2015","Amsterdam","Million euro","158,685.11",""
"2016","Amsterdam","Million euro","165,478.8",""
"2017","Amsterdam","Million euro","172,569","p"
"2018","Amsterdam","Million euro",":",""
"2000","Rotterdam","Million euro","49,687.89",""
"2001","Rotterdam","Million euro","53,119",""
"2002","Rotterdam","Million euro","54,473.11",""
"2003","Rotterdam","Million euro","56,228.23",""
"2004","Rotterdam","Million euro","58,734.89",""
"2005","Rotterdam","Million euro","62,485.73",""
"2006","Rotterdam","Million euro","65,913.09",""
"2007","Rotterdam","Million euro","70,357.25",""
"2008","Rotterdam","Million euro","73,430.2",""
"2009","Rotterdam","Million euro","70,191.95",""
"2010","Rotterdam","Million euro","71,720.99",""
"2011","Rotterdam","Million euro","71,789.41",""
"2012","Rotterdam","Million euro","73,147.25",""
"2013","Rotterdam","Million euro","73,065.59",""
"2014","Rotterdam","Million euro","73,457.95",""
"2015","Rotterdam","Million euro","76,836.87",""
"2016","Rotterdam","Million euro","78,695.18",""
"2017","Rotterdam","Million euro","81,687","p"
"2018","Rotterdam","Million euro",":",""
"2000","Utrecht","Million euro","41,503.85",""
"2001","Utrecht","Million euro","45,109.45",""
"2002","Utrecht","Million euro","46,605.02",""
"2003","Utrecht","Million euro","46,730.5",""
"2004","Utrecht","Million euro","48,049",""
"2005","Utrecht","Million euro","49,777.38",""
"2006","Utrecht","Million euro","52,352.3",""
"2007","Utrecht","Million euro","56,026.25",""
"2008","Utrecht","Million euro","58,020.86",""
"2009","Utrecht","Million euro","58,752.53",""
"2010","Utrecht","Million euro","59,306.33",""
"2011","Utrecht","Million euro","59,540.37",""
"2012","Utrecht","Million euro","59,769.71",""
"2013","Utrecht","Million euro","60,623.76",""
"2014","Utrecht","Million euro","61,711.47",""
"2015","Utrecht","Million euro","63,145.29",""
"2016","Utrecht","Million euro","64,514.47",""
"2017","Utrecht","Million euro","68,226","p"
"2018","Utrecht","Million euro",":",""
"2000","Eindhoven","Million euro","21,213.03",""
"2001","Eindhoven","Million euro","21,856.66",""
"2002","Eindhoven","Million euro","21,904.36",""
"2003","Eindhoven","Million euro","22,138.62",""
"2004","Eindhoven","Million euro","23,702.5",""
"2005","Eindhoven","Million euro","24,433.54",""
"2006","Eindhoven","Million euro","26,923.97",""
"2007","Eindhoven","Million euro","28,308.98",""
"2008","Eindhoven","Million euro","29,177.16",""
"2009","Eindhoven","Million euro","27,089.83",""
"2010","Eindhoven","Million euro","29,935.87",""
"2011","Eindhoven","Million euro","31,172.01",""
"2012","Eindhoven","Million euro","31,008.13",""
"2013","Eindhoven","Million euro","31,677.8",""
"2014","Eindhoven","Million euro","32,912.12",""
"2015","Eindhoven","Million euro","34,771.86",""
"2016","Eindhoven","Million euro","35,800.46",""
"2017","Eindhoven","Million euro","38,234","p"
"2018","Eindhoven","Million euro",":",""
"2000","Tilburg","Million euro","10,173.25",""
"2001","Tilburg","Million euro","11,221.66",""
"2002","Tilburg","Million euro","11,647.9",""
"2003","Tilburg","Million euro","11,994.59",""
"2004","Tilburg","Million euro","12,206.85",""
"2005","Tilburg","Million euro","12,634.37",""
"2006","Tilburg","Million euro","13,210.47",""
"2007","Tilburg","Million euro","14,257.03",""
"2008","Tilburg","Million euro","14,772.65",""
"2009","Tilburg","Million euro","14,475.74",""
"2010","Tilburg","Million euro","14,669.65",""
"2011","Tilburg","Million euro","15,115.96",""
"2012","Tilburg","Million euro","14,888.5",""
"2013","Tilburg","Million euro","15,088.31",""
"2014","Tilburg","Million euro","15,542.79",""
"2015","Tilburg","Million euro","16,068.9",""
"2016","Tilburg","Million euro","16,593.07",""
"2017","Tilburg","Million euro","17,431","p"
"2018","Tilburg","Million euro",":",""
"2000","Groningen","Million euro","14,780.95",""
"2001","Groningen","Million euro","16,457.99",""
"2002","Groningen","Million euro","16,631.4",""
"2003","Groningen","Million euro","17,055.43",""
"2004","Groningen","Million euro","17,531.32",""
"2005","Groningen","Million euro","18,832.71",""
"2006","Groningen","Million euro","20,813.36",""
"2007","Groningen","Million euro","21,242.1",""
"2008","Groningen","Million euro","24,196.62",""
"2009","Groningen","Million euro","21,523.78",""
"2010","Groningen","Million euro","22,362.86",""
"2011","Groningen","Million euro","23,020.79",""
"2012","Groningen","Million euro","24,121.37",""
"2013","Groningen","Million euro","24,923.59",""
"2014","Groningen","Million euro","23,064.35",""
"2015","Groningen","Million euro","21,860.51",""
"2016","Groningen","Million euro","20,270.75",""
"2017","Groningen","Million euro","20,723","p"
"2018","Groningen","Million euro",":",""
"2000","Enschede","Million euro","12,789.52",""
"2001","Enschede","Million euro","13,826.95",""
"2002","Enschede","Million euro","14,243.03",""
"2003","Enschede","Million euro","14,728.52",""
"2004","Enschede","Million euro","15,113.24",""
"2005","Enschede","Million euro","15,720.65",""
"2006","Enschede","Million euro","16,677.86",""
"2007","Enschede","Million euro","18,053.83",""
"2008","Enschede","Million euro","18,850.18",""
"2009","Enschede","Million euro","18,920.57",""
"2010","Enschede","Million euro","19,036.04",""
"2011","Enschede","Million euro","19,624.44",""
"2012","Enschede","Million euro","19,184.71",""
"2013","Enschede","Million euro","19,265.89",""
"2014","Enschede","Million euro","19,495.66",""
"2015","Enschede","Million euro","19,931.08",""
"2016","Enschede","Million euro","20,703.68",""
"2017","Enschede","Million euro","21,539","p"
"2018","Enschede","Million euro",":",""
"2000","Arnhem - Nijmegen","Million euro","17,903.99",""
"2001","Arnhem - Nijmegen","Million euro","18,934.53",""
"2002","Arnhem - Nijmegen","Million euro","19,683.64",""
"2003","Arnhem - Nijmegen","Million euro","20,373.03",""
"2004","Arnhem - Nijmegen","Million euro","20,382.83",""
"2005","Arnhem - Nijmegen","Million euro","20,784.48",""
"2006","Arnhem - Nijmegen","Million euro","22,028.3",""
"2007","Arnhem - Nijmegen","Million euro","23,001.54",""
"2008","Arnhem - Nijmegen","Million euro","23,609.16",""
"2009","Arnhem - Nijmegen","Million euro","23,464.49",""
"2010","Arnhem - Nijmegen","Million euro","23,637.28",""
"2011","Arnhem - Nijmegen","Million euro","24,313.83",""
"2012","Arnhem - Nijmegen","Million euro","24,133.54",""
"2013","Arnhem - Nijmegen","Million euro","24,180.76",""
"2014","Arnhem - Nijmegen","Million euro","24,695.47",""
"2015","Arnhem - Nijmegen","Million euro","25,221.44",""
"2016","Arnhem - Nijmegen","Million euro","25,906.66",""
"2017","Arnhem - Nijmegen","Million euro","26,898","p"
"2018","Arnhem - Nijmegen","Million euro",":",""
"2000","Breda","Million euro","17,087.59",""
"2001","Breda","Million euro","18,322.11",""
"2002","Breda","Million euro","18,918.06",""
"2003","Breda","Million euro","19,423.71",""
"2004","Breda","Million euro","19,700.75",""
"2005","Breda","Million euro","20,563.64",""
"2006","Breda","Million euro","21,485.96",""
"2007","Breda","Million euro","22,823.35",""
"2008","Breda","Million euro","23,882.19",""
"2009","Breda","Million euro","22,829.83",""
"2010","Breda","Million euro","23,218.78",""
"2011","Breda","Million euro","23,986.41",""
"2012","Breda","Million euro","23,922.26",""
"2013","Breda","Million euro","24,100.94",""
"2014","Breda","Million euro","24,395.67",""
"2015","Breda","Million euro","25,315.91",""
"2016","Breda","Million euro","25,883.23",""
