"TIME","METROREG","UNIT","WSTATUS","NACE_R2","Value","Flag and Footnotes"
"2001","Split","Thousand persons","Employed persons","Total - all NACE activities","141.49",""
"2002","Split","Thousand persons","Employed persons","Total - all NACE activities","142.93",""
"2003","Split","Thousand persons","Employed persons","Total - all NACE activities","146.68",""
"2004","Split","Thousand persons","Employed persons","Total - all NACE activities","148.58",""
"2005","Split","Thousand persons","Employed persons","Total - all NACE activities","150.42",""
"2006","Split","Thousand persons","Employed persons","Total - all NACE activities","155.67",""
"2007","Split","Thousand persons","Employed persons","Total - all NACE activities","160.97",""
"2008","Split","Thousand persons","Employed persons","Total - all NACE activities","165.07",""
"2009","Split","Thousand persons","Employed persons","Total - all NACE activities","162.46",""
"2010","Split","Thousand persons","Employed persons","Total - all NACE activities","156.58",""
"2011","Split","Thousand persons","Employed persons","Total - all NACE activities","150.67",""
"2012","Split","Thousand persons","Employed persons","Total - all NACE activities","146.04",""
"2013","Split","Thousand persons","Employed persons","Total - all NACE activities","142.57",""
"2014","Split","Thousand persons","Employed persons","Total - all NACE activities","149.31",""
"2015","Split","Thousand persons","Employed persons","Total - all NACE activities","150.81",""
"2016","Split","Thousand persons","Employed persons","Total - all NACE activities","152.29",""
"2017","Split","Thousand persons","Employed persons","Total - all NACE activities","156.4",""
"2018","Split","Thousand persons","Employed persons","Total - all NACE activities",":",""
"1999","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities","906.34",""
"2001","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities","897.76",""
"2002","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities","904.7",""
"2003","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities","925.69",""
"2004","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities","929.72",""
"2005","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities","938.59",""
"2006","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities","964.55",""
"2007","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities","991.2",""
"2008","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities","1,008.77",""
"2009","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities","1,003.43",""
"2010","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities","963.71",""
"2011","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities","932.11",""
"2012","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities","886.29",""
"2013","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities","854.57",""
"2014","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities","869.23",""
"2015","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities","878.23",""
"2016","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities","868.14",""
"2017","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities","885.04",""
"2018","Non-metropolitan regions in Croatia","Thousand persons","Employed persons","Total - all NACE activities",":",""
"1999","Italy","Thousand persons","Employed persons","Total - all NACE activities","22,585.3",""
"2000","Italy","Thousand persons","Employed persons","Total - all NACE activities","23,028.6",""
"2001","Italy","Thousand persons","Employed persons","Total - all NACE activities","23,481",""
"2002","Italy","Thousand persons","Employed persons","Total - all NACE activities","23,875.4",""
"2003","Italy","Thousand persons","Employed persons","Total - all NACE activities","24,226.2",""
"2004","Italy","Thousand persons","Employed persons","Total - all NACE activities","24,373.3",""
"2005","Italy","Thousand persons","Employed persons","Total - all NACE activities","24,510.8",""
"2006","Italy","Thousand persons","Employed persons","Total - all NACE activities","24,994.4",""
"2007","Italy","Thousand persons","Employed persons","Total - all NACE activities","25,303.6",""
"2008","Italy","Thousand persons","Employed persons","Total - all NACE activities","25,359.7",""
"2009","Italy","Thousand persons","Employed persons","Total - all NACE activities","24,941.8",""
"2010","Italy","Thousand persons","Employed persons","Total - all NACE activities","24,782.8",""
"2011","Italy","Thousand persons","Employed persons","Total - all NACE activities","24,849.7",""
"2012","Italy","Thousand persons","Employed persons","Total - all NACE activities","24,782.6",""
"2013","Italy","Thousand persons","Employed persons","Total - all NACE activities","24,338.8",""
"2014","Italy","Thousand persons","Employed persons","Total - all NACE activities","24,357.3",""
"2015","Italy","Thousand persons","Employed persons","Total - all NACE activities","24,516.2",""
"2016","Italy","Thousand persons","Employed persons","Total - all NACE activities","24,848.7",""
"2017","Italy","Thousand persons","Employed persons","Total - all NACE activities","25,138.3",""
"2018","Italy","Thousand persons","Employed persons","Total - all NACE activities","25,342.3",""
"1999","Roma","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Roma","Thousand persons","Employed persons","Total - all NACE activities","1,718.8",""
"2001","Roma","Thousand persons","Employed persons","Total - all NACE activities","1,736.7",""
"2002","Roma","Thousand persons","Employed persons","Total - all NACE activities","1,781.4",""
"2003","Roma","Thousand persons","Employed persons","Total - all NACE activities","1,822.7",""
"2004","Roma","Thousand persons","Employed persons","Total - all NACE activities","1,899.9",""
"2005","Roma","Thousand persons","Employed persons","Total - all NACE activities","1,919.8",""
"2006","Roma","Thousand persons","Employed persons","Total - all NACE activities","1,950.5",""
"2007","Roma","Thousand persons","Employed persons","Total - all NACE activities","2,022",""
"2008","Roma","Thousand persons","Employed persons","Total - all NACE activities","2,025.4",""
"2009","Roma","Thousand persons","Employed persons","Total - all NACE activities","2,015",""
"2010","Roma","Thousand persons","Employed persons","Total - all NACE activities","2,041.6",""
"2011","Roma","Thousand persons","Employed persons","Total - all NACE activities","2,041.3",""
"2012","Roma","Thousand persons","Employed persons","Total - all NACE activities","2,027.3",""
"2013","Roma","Thousand persons","Employed persons","Total - all NACE activities","2,024.9",""
"2014","Roma","Thousand persons","Employed persons","Total - all NACE activities","2,046.6",""
"2015","Roma","Thousand persons","Employed persons","Total - all NACE activities","2,071.7",""
"2016","Roma","Thousand persons","Employed persons","Total - all NACE activities","2,127.3",""
"2017","Roma","Thousand persons","Employed persons","Total - all NACE activities","2,151.9",""
"2018","Roma","Thousand persons","Employed persons","Total - all NACE activities",":",""
"1999","Milano","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Milano","Thousand persons","Employed persons","Total - all NACE activities","1,947.6",""
"2001","Milano","Thousand persons","Employed persons","Total - all NACE activities","2,006",""
"2002","Milano","Thousand persons","Employed persons","Total - all NACE activities","2,031.7",""
"2003","Milano","Thousand persons","Employed persons","Total - all NACE activities","2,066.4",""
"2004","Milano","Thousand persons","Employed persons","Total - all NACE activities","2,092.4",""
"2005","Milano","Thousand persons","Employed persons","Total - all NACE activities","2,116.3",""
"2006","Milano","Thousand persons","Employed persons","Total - all NACE activities","2,132.4",""
"2007","Milano","Thousand persons","Employed persons","Total - all NACE activities","2,151.2",""
"2008","Milano","Thousand persons","Employed persons","Total - all NACE activities","2,251.1",""
"2009","Milano","Thousand persons","Employed persons","Total - all NACE activities","2,226.9",""
"2010","Milano","Thousand persons","Employed persons","Total - all NACE activities","2,244.7",""
"2011","Milano","Thousand persons","Employed persons","Total - all NACE activities","2,243.6",""
"2012","Milano","Thousand persons","Employed persons","Total - all NACE activities","2,249",""
"2013","Milano","Thousand persons","Employed persons","Total - all NACE activities","2,223.5",""
"2014","Milano","Thousand persons","Employed persons","Total - all NACE activities","2,252.5",""
"2015","Milano","Thousand persons","Employed persons","Total - all NACE activities","2,288.6",""
"2016","Milano","Thousand persons","Employed persons","Total - all NACE activities","2,347.6",""
"2017","Milano","Thousand persons","Employed persons","Total - all NACE activities","2,383.7",""
"2018","Milano","Thousand persons","Employed persons","Total - all NACE activities",":",""
"1999","Napoli","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Napoli","Thousand persons","Employed persons","Total - all NACE activities","1,024.7",""
"2001","Napoli","Thousand persons","Employed persons","Total - all NACE activities","1,053.7",""
"2002","Napoli","Thousand persons","Employed persons","Total - all NACE activities","1,089.4",""
"2003","Napoli","Thousand persons","Employed persons","Total - all NACE activities","1,098.1",""
"2004","Napoli","Thousand persons","Employed persons","Total - all NACE activities","1,107",""
"2005","Napoli","Thousand persons","Employed persons","Total - all NACE activities","1,088",""
"2006","Napoli","Thousand persons","Employed persons","Total - all NACE activities","1,079",""
"2007","Napoli","Thousand persons","Employed persons","Total - all NACE activities","1,065.4",""
